fuente_nombre,nombre,categoria,fecha_inicio,hora_inicio,fecha_termino,lugar,direccion,lat,lon,comuna,precio_min,link_evento
Passline,Pank en Happy People,teatro,2026-08-29,20:00:00,,Teatro Happy People,Rancagua 395,,,Providencia,7000,https://www.passline.com/eventos/pank-en-happy-people-546909
Passline,Gran Final Miss Grand Chile 2026,musica,2026-08-29,20:00:00,2026-08-30,Gran Espacio Parque,Walker Martínez # 2295,,,La Florida,39900,https://www.passline.com/eventos/gran-final-miss-grand-chile-2026
Passline,Rock en La Morgue,musica,2026-08-29,20:00:00,,Bar La Morgue,Club Hípico 2940,,,Pedro Aguirre Cerda,3000,https://www.passline.com/eventos/rock-en-la-morgue
Passline,Aura ★ SABADO 29 AGOSTO ★,,2026-08-29,20:30:00,2026-08-30,Aura club,,,,Vitacura,0,https://www.passline.com/eventos/aura-sabado-29-agosto-532210
Passline,Evil Empire V,,2026-08-29,20:30:00,2026-08-30,Bar Oxido,Purisima 282,,,Recoleta,8000,https://www.passline.com/eventos/evil-empire-v
Passline,SURVENTO SONIDO LATINOAMERICANO,musica,2026-08-29,20:30:00,2026-08-30,La chimenea,Príncipe de Gales 90,,,Santiago,9500,https://www.passline.com/eventos/survento-sonido-latinoamericano
Passline,Ponte en mis zapatos - Noche de Teatro DIVINO MAIPO,teatro,2026-08-29,20:30:00,,DIVINO MAIPO,Santelices 865,,,Isla de Maipo,20000,https://www.passline.com/eventos/ponte-en-mis-zapatos-noche-de-teatro-divino-maipo
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-29,20:30:00,,Puente Alto,Avenida San Carlos 1863,,,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542581
Passline,Teenage Sex and Death at Camp Miasma / Centro Arte Alameda,,2026-08-29,20:45:00,,Centro Arte Alameda,Arturo Prat #33,,,Santiago,2500,https://www.passline.com/eventos/teenage-sex-and-death-at-camp-miasma-centro-arte-alameda-548642
Passline,PABLO RUIZ EN CONCIERTO - TOUR SIEMPRE JUNTOS,musica,2026-08-29,21:00:00,2026-08-30,Teatro Cariola,San Diego 246,,,Santiago,20000,https://www.passline.com/eventos/pablo-ruiz-en-concierto-tour-siempre-juntos
Passline,OSCAR ANDRADE - COME BACK,,2026-08-29,21:00:00,,CLUB CHOCOLATE,ERNESTO PINTO LAGARRIGUE #192,,,Recoleta,10000,https://www.passline.com/eventos/oscar-andrade-come-back
Passline,CERATI & SODA - BANDA HOMENAJE PLAN C + DJ PATO FERNÁNDEZ,musica,2026-08-29,21:00:00,,CLUB AMANDA,EMBAJADOR DOUSSINAGUE #1767,,,Vitacura,14000,https://www.passline.com/eventos/cerati-soda-banda-homenaje-plan-c-dj-pato-fernandez
Passline,glam metal fest,,2026-08-29,21:00:00,2026-08-30,Sala RBX,Av. Vicuña Mackenna 1220,,,&Ntilde;u&ntilde;oa,5000,https://www.passline.com/eventos/glam-metal-fest
Passline,Noche de Rock - Matías Oviedo y su banda,musica,2026-08-29,21:00:00,2026-08-30,Bar Club Palestino,Av Kennedy 9351,,,Las Condes,15000,https://www.passline.com/eventos/noche-de-rock-matias-oviedo-y-su-banda
Passline,Evilive Tributo Misfits en Bar Clavero 46 Puente Alto,musica,2026-08-29,21:00:00,2026-08-30,Bar Clavero 46,Clavero 46,,,Puente Alto,5000,https://www.passline.com/eventos/evilive-tributo-misfits-en-bar-clavero-46-puente-alto
Passline,Recreo de Reinas,fiesta,2026-08-29,21:00:00,2026-08-30,"Av. Bernardo O’Higgins 2900, Talagante",Av. Bernardo O’Higgins 2900,,,Talagante,10000,https://www.passline.com/eventos/recreo-de-reinas
Passline,La Noche del Roto Chileno Agosto,fiesta,2026-08-29,21:00:00,2026-08-30,Peluquería Francesa,Compañia 2789,,,Santiago,13000,https://www.passline.com/eventos/la-noche-del-roto-chileno-agosto
Passline,🎙️💥¡NOCHES DE COMEDIA EN LA PELUQUERÍA!💈,teatro,2026-08-29,21:00:00,,Peluquería Francesa,Compañía 2789,,,Santiago,8000,https://www.passline.com/eventos/noches-de-comedia-en-la-peluqueria-542049
Passline,JIRAFAS EN KLUB KROSS,musica,2026-08-29,21:30:00,,Kross Bar,,,,Las Condes,7000,https://www.passline.com/eventos/jirafas-en-klub-kross-537679
Passline,TECHNOBUS - 29 AGOSTO,,2026-08-29,21:30:00,2026-08-30,TECHNOBUS,,,,Santiago,14000,https://www.passline.com/eventos/technobus-29-agosto
Passline,AURA EN METRONOMO,fiesta,2026-08-29,22:00:00,2026-08-30,SALA METRONOMO,,,,Recoleta,18000,https://www.passline.com/eventos/aura-en-metronomo
Passline,EL SHOW DE LUIS HACHEM EN SANTIAGO,teatro,2026-08-29,22:00:00,,DISTRITO 04,SAN IGNACIO DE LOYOLA 3199,,,San Miguel,12000,https://www.passline.com/eventos/el-show-de-luis-hachem-en-santiago
Passline,The Project X Volumen 4 | Centro Parque | Sábado 29 Agosto,musica,2026-08-29,22:00:00,2026-08-30,Centro parque,Pdte. Riesco 5330,,,Las Condes,14000,https://www.passline.com/eventos/the-project-x-volumen-4-centro-parque-sabado-29-agosto
Passline,killahz b-day,musica,2026-08-29,22:00:00,2026-08-30,Jammin' Club,antonia lopez de bello 40,,,Providencia,5000,https://www.passline.com/eventos/killahz-bday
Passline,★ KISS & SHOOT presenta: #SoldOUTSeries | Teatro Alicia ★ Sábado 29 Agosto ★,fiesta,2026-08-29,22:00:00,2026-08-30,Teatro Alicia,Av. Raúl Labbé 14998,,,Lo Barnechea,10000,https://www.passline.com/eventos/kiss-shoot-presenta-soldoutseries-teatro-alicia-sabado-29-agosto
Passline,200 - REGGAETÓN CLASSICS - HOTEL W - SÁBADO 29,fiesta,2026-08-29,22:00:00,2026-08-30,Club Siete,Isidora Goyenechea 3000,,,Las Condes,10000,https://www.passline.com/eventos/200-reggaeton-classics-hotel-w-sabado-29
Passline,KISS & SHOOT - TEATRO ALICIA,fiesta,2026-08-29,22:00:00,2026-08-30,Teatro Alicia,Av. Raúl Labbé 14998,,,Lo Barnechea,10000,https://www.passline.com/eventos/kiss-shoot-teatro-alicia-548218
Passline,LETS DANCE GIRLS NIGHT || TERRAZA ARRAYÁN || SÁBADO 29 AGOSTO,fiesta,2026-08-29,22:00:00,2026-08-30,Terraza Arrayan,,,,Lo Barnechea,0,https://www.passline.com/eventos/lets-dance-girls-night-terraza-arrayan-sabado-29-agosto
Passline,MIlano The Jungle,,2026-08-29,22:30:00,2026-08-30,,av manuel castillo 1201 Malloco,,,Isla de Maipo,5000,https://www.passline.com/eventos/milano-the-jungle
Passline,PAAX - LA FERIA CLUB,,2026-08-29,23:00:00,2026-08-30,La Feria,Constitución 275,,,Providencia,25000,https://www.passline.com/eventos/paax-la-feria-club
Passline,TOM HOUSE NEW WAVE · 80’S & 90’S,fiesta,2026-08-29,23:00:00,2026-08-30,.,Antonia López de Bello 49,,,Recoleta,10000,https://www.passline.com/eventos/tom-house-new-wave-80s-90s
Passline,Goes To The Disco - 4 Pistas de Baile:_,,2026-08-29,23:30:00,2026-08-30,Blondie,alameda 2879 local 104,,,Santiago,10000,https://www.passline.com/eventos/goes-to-the-disco-4-pistas-de-baile_
Passline,FIESTA: TA VIVO MALUCO CON LO MEJOR DEL AXÉ,musica,2026-08-29,23:30:00,2026-08-30,Porto Alegre Restaurant,Camino a melipilla km 26,,,Pe&ntilde;aflor,10000,https://www.passline.com/eventos/fiesta-ta-vivo-maluco-con-lo-mejor-del-axe
Passline,Mega Eleven + Perreito en Safari - Sabado 29 Agosto !,musica,2026-08-29,23:30:00,2026-08-30,Safari Club,Ernesto Pinto Lagarrigue 123,,,Recoleta,10000,https://www.passline.com/eventos/mega-eleven-perreito-en-safari-sabado-29-agosto
Passline,“29 SÁBADO,,2026-08-29,23:30:00,2026-08-30,FAUSTO,Avenida Santa María 0832,,,Providencia,7000,https://www.passline.com/eventos/29-sabado-548671
Passline,Shoxx vol2,musica,2026-08-30,03:00:00,,Sala RBX,Av. Vicuña Mackenna 1220,,,&Ntilde;u&ntilde;oa,7000,https://www.passline.com/eventos/shoxx-vol2
Passline,3D Printer Party 2026 - Puesto Maker,,2026-08-30,09:30:00,,Omnium,Av. Apoquindo 4900,,,Las Condes,40000,https://www.passline.com/eventos/3d-printer-party-2026-puesto-maker-514301
Passline,3D Printer Party Chile 2026 | Abono 2 Días,,2026-08-30,10:00:00,,Omnium,Av. Apoquindo 4900,,,Las Condes,11500,https://www.passline.com/eventos/3d-printer-party-chile-2026-abono-2-dias-512408
Passline,3D Printer Party 2026 Dia 2,,2026-08-30,10:00:00,,Omnium,Av. Apoquindo 4900,,,Las Condes,7000,https://www.passline.com/eventos/3d-printer-party-2026-dia-2
Passline,Elencos CEINA en Concierto,musica,2026-08-30,12:00:00,,Centro Cultural Ceina,,,,Santiago,0,https://www.passline.com/eventos/elencos-ceina-en-concierto
Passline,Santiago Morning vs Provincial Ovalle,,2026-08-30,15:00:00,,Estadio Municipal de La Pintana,Avenida Ciudad de México n°1589,,,La Pintana,3000,https://www.passline.com/eventos/santiago-morning-vs-provincial-ovalle
Passline,Matapanki / Centro Arte Alameda,,2026-08-30,15:15:00,,Centro Arte Alameda,Arturo Prat #33,,,Santiago,2000,https://www.passline.com/eventos/matapanki-centro-arte-alameda-548655
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-30,15:30:00,,Puente Alto,Avenida San Carlos 1863,,,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542590
Passline,"El Principito, Teatro en Factoría Franklin, Especial mes del niño",familia,2026-08-30,16:00:00,,Factoria Franklin,,,,Santiago,5000,https://www.passline.com/eventos/el-principito-teatro-en-factoria-franklin-especial-mes-del-nino-539364
Passline,TOM HOUSE • CLUB FIST • 3ª EDICIÓN,fiesta,2026-08-30,17:00:00,,.,Antonia López de Bello 49,,,Recoleta,15000,https://www.passline.com/eventos/tom-house-club-fist-3-edicion
Passline,Los Domingos / Centro Arte Alameda,cine,2026-08-30,17:00:00,,Centro Arte Alameda / Sala CEINA,Arturo Prat 33b,,,Santiago,2500,https://www.passline.com/eventos/los-domingos-centro-arte-alameda
Passline,FLOR DE RAP Y SUS GRANDES EXITOS,,2026-08-30,18:00:00,,DISTRITO 04,San Ignacio Loyola 3199,,,San Miguel,5000,https://www.passline.com/eventos/flor-de-rap-y-sus-grandes-exitos
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-30,18:00:00,,Puente Alto,Avenida San Carlos 1863,,,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542568
Passline,La Misteriosa Mirada del Flamenco / Centro Arte Alameda,,2026-08-30,19:00:00,,Centro Arte Alameda,Arturo Prat 33,,,Santiago,2000,https://www.passline.com/eventos/la-misteriosa-mirada-del-flamenco-centro-arte-alameda-548652
Passline,FINAL “AMIGAS & RIVALES “ 20 AÑOS,teatro,2026-08-30,20:00:00,,TEATRO CARIOLA,,,,Santiago,,https://www.passline.com/eventos/final-amigas-rivales-20-anos
Passline,ARRUINARSE,teatro,2026-08-30,20:00:00,,Teatro Fiebre,,,,Providencia,10000,https://www.passline.com/eventos/arruinarse-530711
Passline,"OBRA: Si los cerdos no miran al cielo, ¿que hacemos con ellos?",teatro,2026-08-30,20:00:00,,"SALA CLUB DE TEATRO, CHUCRE MANZUR #10",Chucre Manzur #10,,,Providencia,8000,https://www.passline.com/eventos/obra-si-los-cernos-no-miran-al-cielo-que-hacemos-con-ellos-542745
Passline,El Circo de Tony Caluga en Puente Alto / Vacaciones de invierno,,2026-08-30,20:30:00,,Puente Alto,Avenida San Carlos 1863,,,Puente Alto,5000,https://www.passline.com/eventos/el-circo-de-tony-caluga-en-puente-alto-vacaciones-de-invierno-542582
Passline,11° ANIVERSARIO FLAIRMACHINE,fiesta,2026-08-30,21:00:00,2026-08-31,Club Siete,Isidora Goyenechea 3000,,,Las Condes,3000,https://www.passline.com/eventos/11-aniversario-flairmachine
Passline,“30 DOMINGO,,2026-08-30,23:30:00,2026-08-31,FAUSTO,Avenida Santa María 0832,,,Providencia,6000,https://www.passline.com/eventos/30-domingo-548673
Passline,Obsesión / Centro Arte Alameda,,2026-08-31,14:30:00,,Centro Arte Alameda,Arturo Prat #33,,,Santiago,2500,https://www.passline.com/eventos/obsesion-centro-arte-alameda-548658
Passline,Teenage Sex and Death at Camp Miasma / Centro Arte Alameda,,2026-08-31,16:45:00,,Centro Arte Alameda,Arturo Prat #33,,,Santiago,2500,https://www.passline.com/eventos/teenage-sex-and-death-at-camp-miasma-centro-arte-alameda-548643
Passline,Matapanki / Centro Arte Alameda,,2026-08-31,19:00:00,,Centro Arte Alameda,Arturo Prat #33,,,Santiago,2000,https://www.passline.com/eventos/matapanki-centro-arte-alameda-548656
Passline,Backrooms Extended / Centro Arte Alameda,,2026-08-31,20:30:00,,Centro Arte Alameda,Arturo Prat #33,,,Santiago,2500,https://www.passline.com/eventos/backrooms-extended-centro-arte-alameda-548660
Passline,Workshop Velas de Soya en Las Condes Design,,2026-09-01,11:00:00,,Las Condes Design,,,,Las Condes,15000,https://www.passline.com/eventos/workshop-velas-de-soya-en-las-condes-design
Passline,Teenage Sex and Death at Camp Miasma / Centro Arte Alameda,,2026-09-01,14:30:00,,Centro Arte Alameda,Arturo Prat #33,,,Santiago,2500,https://www.passline.com/eventos/teenage-sex-and-death-at-camp-miasma-centro-arte-alameda-548644
Passline,La Invitación / Centro Arte Alameda,,2026-09-01,16:30:00,,Centro Arte Alameda / Sala CEINA,Arturo Prat 33b,,,Santiago,2500,https://www.passline.com/eventos/la-invitacion-centro-arte-alameda-548654
Passline,POL PABLO | UP10 UNPLUGGED | V R A V A,musica,2026-09-01,20:00:00,2026-09-02,Centro parque,Pdte. Riesco 5330,,,Las Condes,5000,https://www.passline.com/eventos/pol-pablo-up10-unplugged-v-r-a-v-a
Passline,La Negociación / Centro Arte Alameda,,2026-09-01,21:00:00,,Centro Arte Alameda / Sala CEINA,Arturo Prat 33b,,,Santiago,2500,https://www.passline.com/eventos/la-negociacion-centro-arte-alameda-548647
Passline,JapoñolKai Santiago,arte,2026-09-02,19:00:00,,Bar el Bosque,,,,Providencia,0,https://www.passline.com/eventos/japonolkai-santiago
Passline,LA TRANSA PRESENTA: LANZAMIENTO NUEVO SINGLE - CAMINO AL NUEVO DISCO,musica,2026-09-02,19:30:00,,Teatro fiebre,Dardignac 0163,,,Providencia,5000,https://www.passline.com/eventos/la-transa-presenta-lanzamiento-nuevo-single-camino-al-nuevo-disco
Passline,Un Son Para Chile - Música que trasciende,musica,2026-09-02,20:00:00,,Centro Cultural Ceina,,,,Santiago,7000,https://www.passline.com/eventos/un-son-para-chile
Passline,Castillo Ilabaca en Centro Arte Alameda,musica,2026-09-02,20:00:00,,CENTRO ARTE ALAMEDA,Arturo Prat 33,,,Santiago,15000,https://www.passline.com/eventos/castillo-ilabaca-en-centro-arte-alameda
Passline,Para vivir. El implacable tiempo de Pablo Milanés / Centro Arte Alameda,cine,2026-09-03,18:45:00,,Centro Arte Alameda,Arturo Prat #33,,,Santiago,2500,https://www.passline.com/eventos/para-vivir-el-implacable-tiempo-de-pablo-milanes-centro-arte-alameda
Passline,El Show de Soy Kleiii,,2026-09-03,19:00:00,,Centro Cultural Ceina,,,,Santiago,,https://www.passline.com/eventos/el-show-de-soy-kleiii
Passline,LUNA EN LESBOS EDICIÓN ESPECIAL +38 a 50 años.,,2026-09-03,19:00:00,,Cabaret Piraña,Bombero ñuñez 365,,,Recoleta,10000,https://www.passline.com/eventos/luna-en-lesbos-edicion-especial-38-a-50-anos
Passline,Rock Nacional 2,musica,2026-09-03,19:00:00,,Sala RBX,Av. Vicuña Mackenna 1220,,,&Ntilde;u&ntilde;oa,7000,https://www.passline.com/eventos/rock-nacional-2
Passline,"Melancolía - Trepidar, Buen dia Abril y Autodefensa en vivo",musica,2026-09-03,19:30:00,,Bar Estudio Oculto,,,,&Ntilde;u&ntilde;oa,0,https://www.passline.com/eventos/melancolia-trepidar-buen-dia-abril-y-autodefensa-en-vivo
Passline,Lanzamiento The Orbitals,musica,2026-09-03,20:00:00,,Kross Bar Laguna Mall Sport,Av. Las Condes 13451,,,Las Condes,9000,https://www.passline.com/eventos/lanzamiento-the-orbitals
Passline,CASAPARLANTE: FiestaParlante!,fiesta,2026-09-03,20:00:00,2026-09-04,Alto San Francisco,San Francisco 75,,,Santiago,35000,https://www.passline.com/eventos/casaparlante-fiestaparlante
Passline,BIENVENIDO SEPTIEMBRE JUNTO A LOS TRICOLORES,,2026-09-03,20:00:00,2026-09-04,BAR VICTORIA,Av. Carlos Valdovinos 1951,,,Pedro Aguirre Cerda,5000,https://www.passline.com/eventos/bienvenido-septiembre-junto-a-los-tricolores
Passline,ENTRE COMEDIA - Un Show Extravagante,teatro,2026-09-03,20:00:00,,Casa Irarrazaval,Av. Irarrázaval 3344 / Ñuñoa,,,&Ntilde;u&ntilde;oa,3000,https://www.passline.com/eventos/entre-comedia-un-show-extravagante
Passline,COLDPLAY • TRIBUTO UNIVERSE,musica,2026-09-03,20:00:00,,CLUB AMANDA,EMBAJADOR DOUSSINAGUE #1767,,,Vitacura,10000,https://www.passline.com/eventos/coldplay-tributo-universe-545142
Passline,Héctor Pavez en Cafetería Popular 2,musica,2026-09-03,20:00:00,,Cafetería Popular,Maipu 363,,,Santiago,7000,https://www.passline.com/eventos/hector-pavez-en-cafeteria-popular-2
Passline,HieloNegro & Sinasilo en Mibar El lado oscuro del Rock,musica,2026-09-03,21:00:00,2026-09-04,Mibar,Sta Isabel #350,,,Providencia,7000,https://www.passline.com/eventos/hielonegro-sinasilo-en-mibar-el-lado-oscuro-delnrick
Passline,Inti Illimani en tu Barrio - Fiebre Bar,musica,2026-09-03,21:00:00,,Bar Teatro Fiebre,Dardignac 0165,,,Providencia,25000,https://www.passline.com/eventos/inti-illimani-en-tu-barrio-fiebre-bar
Passline,Neociclo Redroom XXI,musica,2026-09-03,21:30:00,,House of rock and blues,República de Israel 960,,,&Ntilde;u&ntilde;oa,5000,https://www.passline.com/eventos/neociclo-redroom-xx
Passline,Volver a La Ley - Sesiones 88/90 en Ruta 78,familia,2026-09-03,22:00:00,,BAR RUTA 78,Independencia 043,,,Puente Alto,20000,https://www.passline.com/eventos/volver-a-la-ley-sesiones-8890-en-ruta-78
Passline,🇨🇱 PRE FIESTAS PATRIAS 🇨🇱 - JUEVES 3 SEP - TEATRO ALICIA 🌴- KINKI X NYX 💥,fiesta,2026-09-03,22:00:00,2026-09-04,Teatro Alicia,,,,Lo Barnechea,0,https://www.passline.com/eventos/pre-fiestas-patrias-jueves-3-sep-teatro-alicia-kinki-x-nyx
Passline,CHEFAYISSI & KAROLECAROS: en un Sailor Stand Up,teatro,2026-09-03,22:00:00,,Teatro&Bar Happy People,Rancagua 395,,,Providencia,4000,https://www.passline.com/eventos/chefayissi-karolecaros-en-un-sailor-stand-up
Passline,🇨🇱 PRE FIESTAS PATRIAS 🇨🇱 - TEATRO ALICIA / KINKI / NYX,fiesta,2026-09-03,22:00:00,2026-09-04,Teatro Alicia,Av. Raúl Labbé 14998,,,Lo Barnechea,12000,https://www.passline.com/eventos/pre-fiestas-patrias-teatro-alicia-kinki-nyx
Passline,SAD RAVE 020 • BRUTALISMUS 3000 EDIT,musica,2026-09-03,23:30:00,2026-09-04,Blondie,Avda Liber Bernardo O`Higgins 2879,,,Santiago,3000,https://www.passline.com/eventos/sad-rave-020-brutalismus-3000-edit
Passline,Leyendas - Viernes 4 Septiembre - Surreal,,2026-09-04,20:30:00,2026-09-05,SURREAL,San Enrique 14951,,,Lo Barnechea,12000,https://www.passline.com/eventos/leyendas-viernes-4-septiembre-surreal
Passline,"Violeta, Retazos de una Parra - Cía Pajaro Azul",arte,2026-09-04,17:00:00,,Centro Cultural Ceina,,,,Santiago,,https://www.passline.com/eventos/violeta-retazos-de-una-parra-cia-pajaro-azul
Passline,"Mal Gusto, Stand Up Comedy",teatro,2026-09-04,19:00:00,,Palermo Teatro Bar,José Manuel Infante 1414,,,Providencia,22000,https://www.passline.com/eventos/mal-gusto-stand-up-comedy
Passline,POLY DÍAZ | Stand Up Comedy - 1ra Función 04/08,teatro,2026-09-04,19:30:00,,CLUB SAN MIGUEL,,,,San Miguel,23000,https://www.passline.com/eventos/poly-diaz-stand-up-comedy-1ra-funcion-0408-538656
Passline,Alicia en el Circo de las Maravillas,familia,2026-09-04,19:30:00,,Carpa Extraordinario Circo,,,,La Florida,8000,https://www.passline.com/eventos/alicia-en-el-circo-de-las-maravillas-546201
Passline,ES HORA DE HABLAR,,2026-09-04,20:00:00,,Teatro fiebre,,,,Providencia,,https://www.passline.com/eventos/es-hora-de-hablar
Passline,Las Tinajas Live Fest aniversario 2026,musica,2026-09-04,20:00:00,2026-09-05,Restaurant Las Tinajas,Gabriela 03125,,,La Pintana,10000,https://www.passline.com/eventos/las-tinajas-live-fest-aniversario-2026
Passline,TRIBUTO OASIS EN RBX,musica,2026-09-04,20:00:00,,Sala RBX,Av. Vicuña Mackenna 1220,,,&Ntilde;u&ntilde;oa,8000,https://www.passline.com/eventos/tributo-oasis-en-rbx
Passline,Tocata Jamás - La Octava Dimensión - Wastarantino (Show de stand-up),musica,2026-09-04,20:00:00,,La Juguera,Rogelio Ugarte 1162,,,Santiago,5000,https://www.passline.com/eventos/tocata-jamas-la-octava-dimension-wastarantino-show-de-standup
Passline,Rockout Aniversario,,2026-09-04,20:30:00,2026-09-05,Bar Oxido,Purisima 282,,,Recoleta,7000,https://www.passline.com/eventos/rockout-aniversario
Passline,Aura ★ VIERNES 04 SEPTIEMBRE ★,,2026-09-04,20:30:00,2026-09-05,Aura club,,,,Vitacura,0,https://www.passline.com/eventos/aura-viernes-04-septiembre
Passline,PAUL GILBERT WROC,,2026-09-04,21:00:00,,Teatro Cariola,San Diego 246,,,Santiago,45000,https://www.passline.com/eventos/paul-gilbert-wroc
Passline,Brain Damage - Tributo a PinkFloyd en La Florida,musica,2026-09-04,21:00:00,,Parque La Araucana,,,,La Florida,12000,https://www.passline.com/eventos/brain-damage-tributo-a-pinkfloyd-en-la-florida
Passline,A.N.I.M.A.L. EN METRÓNOMO,musica,2026-09-04,21:00:00,,SALA METRONOMO,Ernesto Pinto Lagarrigue 179,,,Recoleta,25000,https://www.passline.com/eventos/animal-en-metronomo
Passline,BOWIE THE LEGEND BY STARMAN,musica,2026-09-04,21:00:00,,CLUB AMANDA,EMBAJADOR DOUSSINAGUE #1767,,,Vitacura,10000,https://www.passline.com/eventos/bowie-the-legend-by-starman
Passline,Release Party,,2026-09-04,21:00:00,,CLUB GORDOS,,,,Providencia,0,https://www.passline.com/eventos/release-party-focus
Passline,💃🌙 ¡NOCHE MÁGICA DE SALSA Y CUMBIA! 🕺🔥,musica,2026-09-04,21:00:00,2026-09-05,EL CHANCHO CON CHALECO,AVENIDA PAJARITOS 99,,,Maip&uacute;,5000,https://www.passline.com/eventos/noche-magica-de-salsa-y-cumbia
Passline,"Mamacita El Cartel 💵 en Basel, Vie. 04 Septiembre",,2026-09-04,21:30:00,2026-09-05,"Basel, Mall Independencia",,,,Independencia,0,https://www.passline.com/eventos/mamacita-el-cartel-en-basel-vie-04-septiembre
Passline,ES HORA DE HABLAR | 2da. Función,,2026-09-04,22:00:00,,Teatro fiebre,Dardignac 0163,,,Providencia,25000,https://www.passline.com/eventos/es-hora-de-hablar-2da-funcion
Passline,"Feucen & la monga presentan: PERGOLAZO 2026 🎉, La FIESTA DE LA CENTRAL 👨‍🎓 - Vier 04 sept",fiesta,2026-09-04,22:00:00,2026-09-05,Fiesta LA MONGA,Av vicuña mackenna #1895,,,&Ntilde;u&ntilde;oa,3000,https://www.passline.com/eventos/feucen-la-monga-presentan-pergolazo-2026-la-fiesta-de-la-central-vier-04-septiembre-av-vicuna-mackenna-1895
Passline,Fiesta Montañita de los 90s&2000 con DJ Pelo Verde,musica,2026-09-04,22:00:00,2026-09-05,Montañita Las Vizcachas,Camino San José de Maipo 06680,,,La Florida,7000,https://www.passline.com/eventos/fiesta-montanita-de-los-90s2000-con-dj-pelo-verde
Passline,FIESTA FOTOLOG X MAISON DEL BELLAQUEO,fiesta,2026-09-04,22:00:00,2026-09-05,Maison del bellaqueo,,,,San Bernardo,10000,https://www.passline.com/eventos/fiesta-fotolog-x-maison-del-bellaqueo
Passline,🏳️‍🌈​ FONDA MARICUECA 🇨🇱 - VIERNES 4 DE SEPTIEMBRE - TEATRO ALICIA 🌴,fiesta,2026-09-04,22:00:00,2026-09-05,Teatro Alicia,,,,Lo Barnechea,0,https://www.passline.com/eventos/fonda-maricueca-jueves-27-agosto-teatro-alicia-18
Passline,Noche de Jazz en Fiebre Bar,musica,2026-09-04,22:00:00,2026-09-05,Teatro fiebre,Dardignac 0163,,,Providencia,6000,https://www.passline.com/eventos/noche-de-jazz-en-fiebre-bar
Passline,Under Sound,,2026-09-04,23:00:00,2026-09-05,Sala RBX,Av. Vicuña Mackenna 1220,,,&Ntilde;u&ntilde;oa,8000,https://www.passline.com/eventos/under-sound
Passline,WOOF - HOT 2016,fiesta,2026-09-04,23:00:00,2026-09-05,Tom House,Antonia Lopez de Bello 49,,,Santiago,8000,https://www.passline.com/eventos/woof-hot-2016
Passline,ESPHERA PRESENTA BLEX AR,,2026-09-04,23:00:00,2026-09-05,La Feria,Constitución 275,,,Providencia,15000,https://www.passline.com/eventos/esphera-presenta-blex-ar
Passline,Trainspotting 30 años - 4 Pistas de baile,fiesta,2026-09-04,23:30:00,2026-09-05,Blondie,Alameda 2879,,,Santiago,10000,https://www.passline.com/eventos/trainspotting-30-anos-4-pistas-de-baile
Passline,LOWERED CLASS by StrictlyLowered 🌐,,2026-09-05,10:00:00,,Cancha club deportivo noviciado,,,,Pudahuel,3000,https://www.passline.com/eventos/lowered-class-by-strictlylowered
Passline,Certificación en felicidad de Tal Ben Shahar,,2026-09-05,11:00:00,,Hotel Le Meridien,,,,Santiago,540000,https://www.passline.com/eventos/certificacion-en-felicidad-de-tal-ben-shahar
Passline,Estacionamiento Fiebre de Cumbia la Fonda,,2026-09-05,11:00:00,,Club Hipico,,,,Santiago,15000,https://www.passline.com/eventos/estacionamiento-fiebre-de-cumbia-la-fonda
Passline,⚔️🔥 RAGNAROK FEST – ¡EL TRUENO DEL ROCK LLEGA A LA REINA! 🎸⚡🍺,,2026-09-05,11:00:00,,Aldea Encuentro,Avenida alcalde Fernando Castillo Velasco #9750,,,La Reina,3850,https://www.passline.com/eventos/ragnarok-fest-el-trueno-del-rock-llega-a-la-reina
Passline,MEDIEVAL PARTY & VELADAA - PALACIO ASTORECA,,2026-09-05,12:00:00,,PALACIO ASTORECA,Dieciocho #121 Santiago Centro,,,Santiago,5000,https://www.passline.com/eventos/medieval-party-veladaa-palacio-astoreca
Passline,Fiebre de Cumbia la Fonda.,,2026-09-05,13:00:00,,Club Hipico,,,,Santiago,30000,https://www.passline.com/eventos/fiebre-de-cumbia-la-fonda-532553
Passline,🍷 Feria Día Nacional del Vino D-COPAS | Patio Bellavista,,2026-09-05,13:00:00,,"Patio Bellavista en Providencia, Santiago",Constitución 30-70,,,Providencia,15000,https://www.passline.com/eventos/feria-dia-nacional-del-vino-dcopas-patio-bellavista
Passline,RAMONES DAY CHILE N3 2026,musica,2026-09-05,13:00:00,,HONESTO MIKE VITACURA,,,,Vitacura,0,https://www.passline.com/eventos/ramones-day-chile-n3-2026
